Customer ID,Recency,Frequency,Monetary,AvgOrderValue,Tenure,AvgDaysBetweenOrders,Churned
12875.0,52,2,343.2300000000001,171.61500000000004,219,109.5,1
12877.0,34,9,1059.23,14.51,233,25.88888888888889,0
12878.0,145,2,854.99,18.191276595744682,29,14.5,1
12879.0,1,1,140.5,35.125,0,0.0,0
12881.0,185,1,298.0,42.57142857142857,0,0.0,1
12885.0,33,1,645.35,16.547435897435896,0,0.0,0
12886.0,129,1,775.0,16.48936170212766,0,0.0,0
12888.0,123,2,354.12,70.824,41,20.5,1
12891.0,95,3,331.0,110.33333333333333,107,35.666666666666664,1
12897.0,114,2,216.5,54.125,97,48.5,1
12901.0,18,19,11639.470000000001,129.32744444444447,162,8.526315789473685,0
12902.0,174,1,138.68,13.868,0,0.0,1
12904.0,81,1,244.69,7.6465625,0,0.0,0
12908.0,85,2,750.0,375.0,136,68.0,1
12909.0,111,3,1528.37,23.513384615384613,51,17.0,0
12910.0,43,4,1486.9,41.30277777777778,107,26.75,0
12913.0,192,3,866.39,57.75933333333333,85,28.333333333333332,0
12915.0,58,2,363.65,16.529545454545453,223,111.5,1
12916.0,48,4,2944.95,28.59174757281553,181,45.25,1
12917.0,37,1,594.0,297.0,0,0.0,1
12919.0,26,3,441.65,27.603125,53,17.666666666666668,0
12921.0,7,24,10083.47,21.873036876355748,274,11.416666666666666,0
12922.0,70,1,405.38,14.477857142857143,0,0.0,1
12924.0,107,3,655.27,43.684666666666665,129,43.0,0
12928.0,57,3,1136.14,21.03962962962963,211,70.33333333333333,0
12929.0,221,1,117.85,14.73125,0,0.0,1
12930.0,80,1,221.56,15.825714285714286,0,0.0,0
12931.0,11,11,32530.7,542.1783333333334,256,23.272727272727273,0
12933.0,80,2,357.49,7.295714285714286,112,56.0,0
12935.0,19,4,1535.34,16.688478260869566,209,52.25,0
12937.0,106,2,428.23,15.293928571428571,69,34.5,0
12939.0,47,4,7990.08,257.74451612903226,196,49.0,0
12942.0,40,3,675.6,9.651428571428571,234,78.0,1
12944.0,264,1,286.95,20.49642857142857,0,0.0,0
12945.0,197,1,462.95,20.128260869565217,0,0.0,1
12947.0,53,6,1603.99,16.535979381443298,229,38.166666666666664,1
12948.0,14,4,1423.96,16.752470588235294,159,39.75,0
12949.0,23,7,3449.42,19.27050279329609,138,19.714285714285715,0
12951.0,83,5,751.78,16.706222222222223,157,31.4,0
12955.0,2,6,1843.36,22.48,175,29.166666666666668,0
12956.0,215,1,108.07,5.687894736842105,0,0.0,1
12957.0,95,4,1715.29,15.882314814814814,153,38.25,0
12962.0,22,1,170.54000000000002,15.503636363636366,0,0.0,0
12963.0,275,1,365.8,22.8625,0,0.0,0
12967.0,267,2,1660.9,87.41578947368421,13,6.5,1
12968.0,21,1,135.95,27.189999999999998,0,0.0,1
12970.0,231,2,23.8,2.975,0,0.0,0
12971.0,1,64,8165.320000000001,38.334835680751176,279,4.359375,0
12974.0,107,1,144.8,18.1,0,0.0,1
12976.0,121,1,738.6,33.57272727272727,0,0.0,1
12977.0,65,1,39.239999999999995,4.359999999999999,0,0.0,1
12980.0,67,9,7374.900000000001,368.745,200,22.22222222222222,1
12981.0,42,1,187.18,17.016363636363636,0,0.0,0
12982.0,152,1,390.54,13.947857142857144,0,0.0,1
12987.0,107,1,304.3,21.735714285714288,0,0.0,0
12988.0,201,1,505.82,6.094216867469879,0,0.0,1
12989.0,67,8,4469.14,171.89000000000001,206,25.75,0
12990.0,94,2,263.9,37.699999999999996,124,62.0,0
12991.0,21,1,303.56,13.798181818181819,0,0.0,0
12993.0,30,3,372.4,15.516666666666666,177,59.0,0
12994.0,29,2,645.47,15.743170731707318,148,74.0,0
12997.0,145,2,608.47,18.438484848484848,80,40.0,0
12999.0,105,3,455.88,16.28142857142857,49,16.333333333333332,1
13000.0,16,3,534.85,17.253225806451614,258,86.0,1
13001.0,67,11,8582.57,28.704247491638796,168,15.272727272727273,0
13002.0,227,1,120.94999999999999,17.27857142857143,0,0.0,1
13003.0,15,3,149.05,24.84166666666667,109,36.333333333333336,1
13004.0,23,12,3785.09,14.018851851851853,243,20.25,0
13005.0,83,2,513.7,19.75769230769231,72,36.0,1
13008.0,232,1,229.46999999999997,16.390714285714285,0,0.0,1
13011.0,281,1,50.550000000000004,16.85,0,0.0,1
13012.0,58,4,1012.3100000000001,19.849215686274512,146,36.5,0
13013.0,2,9,3686.09,21.184425287356323,278,30.88888888888889,0
13014.0,23,5,2022.48,32.10285714285714,167,33.4,0
13015.0,106,4,1763.04,20.034545454545455,52,13.0,0
13016.0,32,1,425.25,15.1875,0,0.0,0
13018.0,2,18,5075.71,15.474725609756097,203,11.277777777777779,0
13021.0,76,4,1152.47,19.870172413793103,192,48.0,0
13023.0,39,1,336.40000000000003,16.82,0,0.0,0
13026.0,2,3,604.2,35.54117647058824,182,60.666666666666664,0
13027.0,23,6,6912.0,265.84615384615387,240,40.0,1
13029.0,48,2,773.1999999999999,110.45714285714284,214,107.0,0
13030.0,277,1,402.36,7.058947368421053,0,0.0,0
13033.0,266,1,190.55,17.322727272727274,0,0.0,1
13034.0,278,1,165.86,15.07818181818182,0,0.0,0
13035.0,170,1,333.0,27.75,0,0.0,0
13037.0,47,3,881.07,18.355625,118,39.333333333333336,1
13038.0,93,2,591.76,26.89818181818182,106,53.0,0
13043.0,182,1,516.42,39.72461538461538,0,0.0,1
13044.0,200,1,560.47,16.983939393939394,0,0.0,1
13045.0,8,1,305.28000000000003,16.96,0,0.0,1
13046.0,175,1,197.72,14.122857142857143,0,0.0,0
13047.0,36,8,2682.01,19.157214285714286,246,30.75,0
13048.0,23,3,1358.55,12.938571428571429,213,71.0,0
13049.0,227,1,153.78,21.96857142857143,0,0.0,0
13050.0,15,13,4509.74,13.833558282208589,260,20.0,0
13052.0,121,1,348.15000000000003,19.34166666666667,0,0.0,1
13055.0,123,1,344.86,15.675454545454546,0,0.0,0
13058.0,61,1,47.550000000000004,15.850000000000001,0,0.0,0
13059.0,159,1,183.4,22.925,0,0.0,1
13060.0,163,1,307.53,20.502,0,0.0,1
13062.0,100,1,346.98,31.543636363636367,0,0.0,1
13064.0,62,2,659.25,18.3125,174,87.0,0
13065.0,282,1,205.86,14.704285714285716,0,0.0,1
13068.0,229,1,165.0,165.0,0,0.0,0
13069.0,9,20,3870.02,10.545013623978202,270,13.5,0
13070.0,101,1,228.8,25.422222222222224,0,0.0,1
13072.0,176,1,177.15,25.307142857142857,0,0.0,1
13075.0,39,1,919.61,41.80045454545455,0,0.0,1
13077.0,199,3,576.19,9.293387096774195,76,25.333333333333332,0
13078.0,16,15,6917.150000000001,27.232874015748035,260,17.333333333333332,0
13079.0,0,2,59.5,29.75,49,24.5,0
13080.0,88,1,58.08,9.68,0,0.0,1
13081.0,53,8,18870.12,25.09324468085106,227,28.375,0
13082.0,35,9,3613.63,49.50178082191781,212,23.555555555555557,1
13085.0,67,2,416.08000000000004,18.912727272727274,137,68.5,1
13089.0,9,71,43260.74,30.768662873399713,270,3.8028169014084505,0
13090.0,45,9,4912.02,64.63184210526316,236,26.22222222222222,0
13092.0,121,4,439.75,20.94047619047619,147,36.75,0
13093.0,185,8,7832.47,49.260817610062894,97,12.125,1
13094.0,39,10,1545.72,77.286,239,23.9,0
13097.0,32,8,4636.51,14.399099378881989,237,29.625,0
13098.0,3,18,15169.46,39.814855643044616,223,12.38888888888889,0
13099.0,8,1,207.35999999999999,207.35999999999999,0,0.0,1
13101.0,143,1,101.19,12.64875,0,0.0,1
13102.0,43,19,4961.7,19.846799999999998,231,12.157894736842104,0
13104.0,42,3,376.44,94.11,221,73.66666666666667,0
13106.0,42,1,76.5,76.5,0,0.0,1
13107.0,85,2,935.22,25.978333333333335,157,78.5,0
13108.0,282,1,350.06,35.006,0,0.0,1
13109.0,66,1,369.85,15.410416666666668,0,0.0,0
13110.0,46,5,1042.24,10.021538461538462,174,34.8,0
13113.0,23,20,10787.06,61.290113636363635,252,12.6,0
13115.0,93,1,878.55,15.973636363636363,0,0.0,0
13116.0,47,1,501.14,16.704666666666665,0,0.0,1
13117.0,31,7,841.77,12.754090909090909,250,35.714285714285715,0
13118.0,117,3,799.7,16.660416666666666,80,26.666666666666668,0
13120.0,148,1,30.599999999999998,30.599999999999998,0,0.0,1
13121.0,178,1,283.73,5.674600000000001,0,0.0,1
13122.0,3,2,922.39,16.77072727272727,146,73.0,1
13124.0,161,2,2516.47,17.597692307692306,106,53.0,0
13126.0,162,5,1077.42,16.324545454545454,113,22.6,0
13130.0,3,1,64.0,32.0,0,0.0,1
13131.0,97,1,324.9,23.207142857142856,0,0.0,0
13132.0,171,1,77.3,25.766666666666666,0,0.0,1
13133.0,183,2,109.8,15.685714285714285,30,15.0,1
13134.0,93,3,885.74,19.25521739130435,56,18.666666666666668,0
13135.0,106,1,3096.0,3096.0,0,0.0,1
13136.0,52,3,1226.68,18.872,69,23.0,0
13137.0,2,5,1888.32,4.854293059125964,216,43.2,0
13138.0,42,3,489.45,14.831818181818182,238,79.33333333333333,0
13139.0,19,3,1710.94,34.2188,149,49.666666666666664,0
13140.0,17,3,422.47,9.388222222222224,258,86.0,1
13141.0,123,4,1401.03,15.74191011235955,101,25.25,0
13144.0,242,1,110.95,36.983333333333334,0,0.0,1
13145.0,1,3,499.72,99.944,280,93.33333333333333,0
13147.0,9,1,118.80000000000001,118.80000000000001,0,0.0,0
13148.0,43,10,2766.01,11.57326359832636,230,23.0,0
13149.0,15,3,1132.62,17.6971875,182,60.666666666666664,0
13151.0,205,1,1257.8700000000001,16.998243243243245,0,0.0,1
13155.0,236,2,569.2,9.034920634920635,41,20.5,0
13157.0,50,3,873.1999999999999,20.306976744186045,157,52.333333333333336,0
13158.0,4,4,1201.06,15.203291139240505,224,56.0,1
13159.0,15,2,843.09,11.09328947368421,9,4.5,0
13161.0,222,1,112.75,14.09375,0,0.0,1
13162.0,31,4,1688.29,21.370759493670885,212,53.0,1
13165.0,260,1,354.64,27.279999999999998,0,0.0,0
13166.0,192,1,417.2,10.175609756097561,0,0.0,1
13167.0,40,2,417.55,11.598611111111111,12,6.0,0
13168.0,108,3,953.0600000000001,8.907102803738319,119,39.666666666666664,0
13169.0,161,1,505.2,84.2,0,0.0,0
13171.0,208,1,140.35,6.102173913043478,0,0.0,0
13173.0,276,1,165.94,7.214782608695652,0,0.0,0
13174.0,225,2,2034.06,9.203891402714932,52,26.0,0
13178.0,42,8,4391.7300000000005,21.42307317073171,227,28.375,0
13183.0,10,6,2394.98,33.26361111111111,233,38.833333333333336,0
13184.0,40,9,1472.1,9.317088607594936,159,17.666666666666668,0
13185.0,177,1,71.4,71.4,0,0.0,1
13186.0,3,2,1301.94,20.665714285714287,35,17.5,0
13187.0,246,1,236.02,6.378918918918919,0,0.0,1
13189.0,24,1,127.0,7.055555555555555,0,0.0,0
13192.0,4,2,911.94,14.475238095238096,109,54.5,1
13194.0,45,1,60.7,20.233333333333334,0,0.0,1
13196.0,171,1,512.13,15.06264705882353,0,0.0,0
13198.0,30,5,3009.18,14.896930693069306,241,48.2,0
13199.0,1,22,4740.16,71.82060606060605,274,12.454545454545455,0
13200.0,35,1,319.32,22.80857142857143,0,0.0,0
13203.0,30,2,309.86,15.493,121,60.5,0
13207.0,60,1,197.52000000000004,39.504000000000005,0,0.0,0
13208.0,64,4,828.8199999999999,7.466846846846846,153,38.25,0
13209.0,38,5,4156.08,17.46252100840336,233,46.6,0
13210.0,3,1,353.48,16.067272727272726,0,0.0,1
13211.0,4,2,784.64,17.436444444444444,266,133.0,0
13213.0,37,4,963.88,18.899607843137254,71,17.75,0
13216.0,177,1,333.74,66.748,0,0.0,1
13217.0,31,3,533.98,133.495,34,11.333333333333334,1
13218.0,36,1,62.63999999999999,12.527999999999999,0,0.0,1
13220.0,95,3,726.49,42.73470588235294,51,17.0,0
13221.0,149,2,847.41,12.839545454545455,119,59.5,1
13223.0,109,2,163.20000000000002,32.64,31,15.5,1
13224.0,60,1,1212.26,28.863333333333333,0,0.0,0
13225.0,52,5,4299.56,204.7409523809524,218,43.6,0
13226.0,182,1,108.21000000000001,6.7631250000000005,0,0.0,1
13227.0,111,1,257.7,28.633333333333333,0,0.0,1
13229.0,135,1,160.95,16.095,0,0.0,1
13230.0,47,12,2195.23,5.000523917995444,226,18.833333333333332,0
13232.0,7,5,1019.05,6.213719512195122,144,28.8,0
13233.0,245,1,304.24,17.896470588235296,0,0.0,0
13235.0,121,1,1031.07,17.77706896551724,0,0.0,1
13236.0,16,1,439.23,20.915714285714287,0,0.0,0
13238.0,73,2,318.85,19.928125,196,98.0,0
13239.0,171,1,329.56,15.693333333333333,0,0.0,1
13240.0,5,4,663.65,9.905223880597015,269,67.25,1
13242.0,21,3,270.40000000000003,20.800000000000004,101,33.666666666666664,1
13243.0,112,1,585.12,10.265263157894736,0,0.0,1
13244.0,2,1,121.74000000000001,4.508888888888889,0,0.0,1
13246.0,85,5,1838.51,16.415267857142858,153,30.6,0
13248.0,34,2,465.68,17.91076923076923,64,32.0,1
13249.0,1,3,711.41,30.93086956521739,168,56.0,1
13253.0,66,2,1030.4,28.622222222222224,182,91.0,1
13255.0,283,1,225.7,37.61666666666667,0,0.0,0
13258.0,114,1,198.87,15.297692307692309,0,0.0,0
13261.0,178,2,944.1,104.9,17,8.5,1
13262.0,172,1,200.29,18.208181818181817,0,0.0,1
13263.0,17,23,4854.79,4.217888792354475,217,9.434782608695652,0
13265.0,93,3,1450.66,23.781311475409836,89,29.666666666666668,0
13266.0,22,8,2535.58,21.67162393162393,143,17.875,0
13267.0,1,15,3119.34,21.076621621621623,274,18.266666666666666,0
13268.0,79,6,2117.81,7.2034353741496595,97,16.166666666666668,0
13269.0,19,8,2978.5,14.319711538461538,260,32.5,0
13270.0,275,1,590.0,590.0,0,0.0,1
13273.0,22,1,138.98,8.68625,0,0.0,1
13276.0,9,1,137.38,19.625714285714285,0,0.0,0
13277.0,25,2,125.9,31.475,17,8.5,0
13280.0,31,3,798.46,9.737317073170733,214,71.33333333333333,1
13282.0,71,2,773.1,35.14090909090909,58,29.0,0
13283.0,95,1,25.5,12.75,0,0.0,0
13284.0,240,1,201.19,15.476153846153846,0,0.0,1
13285.0,70,3,1970.1,14.380291970802919,128,42.666666666666664,0
13291.0,65,1,361.11,8.597857142857142,0,0.0,1
13292.0,193,1,249.57,17.826428571428572,0,0.0,0
13294.0,99,2,873.74,16.18037037037037,59,29.5,1
13295.0,269,1,201.20000000000002,20.12,0,0.0,1
13296.0,46,1,87.4,17.48,0,0.0,1
13299.0,177,1,142.5,28.5,0,0.0,1
13300.0,78,1,371.89,18.5945,0,0.0,1
13301.0,13,4,618.09,7.630740740740741,188,47.0,1
13302.0,64,1,63.75,63.75,0,0.0,1
13304.0,260,1,300.42,14.305714285714286,0,0.0,1
13305.0,2,8,1471.25,25.36637931034483,279,34.875,0
13307.0,29,1,15.0,15.0,0,0.0,1
13308.0,112,1,814.95,31.34423076923077,0,0.0,0
13309.0,116,2,546.64,11.63063829787234,102,51.0,0
13310.0,115,2,817.65,15.724038461538461,117,58.5,0
13311.0,59,1,490.11,20.42125,0,0.0,0
13313.0,50,3,918.34,19.539148936170214,198,66.0,0
13316.0,41,2,3535.18,73.64958333333333,122,61.0,0
13317.0,108,5,1313.98,19.323235294117648,160,32.0,0
13319.0,1,19,7390.47,20.643770949720672,274,14.421052631578947,0
13320.0,16,3,981.15,14.016428571428571,107,35.666666666666664,0
13324.0,112,7,3798.99,97.41,157,22.428571428571427,0
13327.0,22,7,2738.75,31.479885057471265,252,36.0,0
13328.0,225,1,1308.48,76.96941176470588,0,0.0,1
13329.0,276,1,304.2,43.457142857142856,0,0.0,0
13330.0,2,3,1140.93,21.526981132075473,223,74.33333333333333,1
13334.0,100,2,2708.59,12.716384976525822,114,57.0,0
13338.0,67,1,487.02,25.632631578947368,0,0.0,1
13339.0,110,1,860.12,15.928148148148148,0,0.0,1
13340.0,15,5,9229.54,82.40660714285715,170,34.0,0
13341.0,170,1,775.85,18.472619047619048,0,0.0,1
13343.0,87,1,353.43,18.60157894736842,0,0.0,1
13344.0,187,1,1656.15,24.35514705882353,0,0.0,0
13345.0,197,1,389.5,19.475,0,0.0,1
13355.0,31,1,674.7,21.084375,0,0.0,1
13357.0,166,1,609.4,6.847191011235955,0,0.0,1
13358.0,178,1,439.03,15.138965517241378,0,0.0,1
13362.0,155,2,1581.53,17.00569892473118,41,20.5,0
13365.0,127,1,700.6,17.964102564102564,0,0.0,0
13368.0,166,2,623.4,21.49655172413793,80,40.0,1
13369.0,275,1,308.28000000000003,22.020000000000003,0,0.0,1
13370.0,281,1,754.87,19.355641025641027,0,0.0,1
13373.0,68,2,2055.58,19.392264150943397,117,58.5,0
13376.0,8,3,1019.76,19.240754716981133,135,45.0,1
13379.0,46,1,136.29,10.483846153846153,0,0.0,0
13381.0,22,4,2461.33,21.218362068965515,185,46.25,0
13382.0,190,1,222.99,14.866000000000001,0,0.0,1
13384.0,38,2,1755.84,23.727567567567565,49,24.5,0
13385.0,239,1,534.57,15.273428571428573,0,0.0,1
13388.0,40,2,677.1,19.345714285714287,0,0.0,1
13389.0,142,1,257.89,14.327222222222222,0,0.0,0
13391.0,113,1,59.8,59.8,0,0.0,1
13394.0,25,5,1543.45,16.24684210526316,193,38.6,0
13395.0,94,1,307.72,14.653333333333334,0,0.0,1
13396.0,228,1,387.27000000000004,25.818,0,0.0,0
13397.0,20,4,1228.19,42.35137931034483,228,57.0,0
13398.0,101,1,457.34,17.59,0,0.0,1
13402.0,36,2,621.23,15.92897435897436,244,122.0,1
13404.0,122,1,217.81,24.20111111111111,0,0.0,0
13405.0,113,2,557.45,22.298000000000002,113,56.5,0
13408.0,9,41,17836.68,56.445189873417725,273,6.658536585365853,0
13410.0,96,3,545.04,36.336,104,34.666666666666664,0
13411.0,16,1,213.55,11.863888888888889,0,0.0,1
13414.0,43,3,1390.5,57.9375,162,54.0,1
13417.0,114,1,236.0,23.6,0,0.0,0
13418.0,8,15,4744.13,18.97652,273,18.2,0
13420.0,59,2,159.85,19.98125,20,10.0,1
13421.0,199,1,825.04,12.89125,0,0.0,0
13425.0,17,3,1624.21,20.823205128205128,186,62.0,1
13426.0,92,5,1558.68,18.779277108433735,176,35.2,0
13427.0,29,2,464.86,20.211304347826086,94,47.0,0
13434.0,6,1,72.84,14.568000000000001,0,0.0,0
13435.0,19,3,1088.1200000000001,29.40864864864865,78,26.0,0
13437.0,8,4,2173.6,18.113333333333333,91,22.75,0
13439.0,164,1,283.71,5.253888888888889,0,0.0,1
13441.0,1,1,296.64,22.818461538461538,0,0.0,1
13448.0,128,4,1423.26,20.045915492957747,155,38.75,0
13450.0,34,4,1421.46,33.05720930232558,93,23.25,0
13451.0,35,4,2385.5,6.571625344352617,208,52.0,0
13452.0,168,2,590.0,295.0,11,5.5,1
13453.0,75,2,356.97999999999996,20.998823529411762,123,61.5,1
13455.0,275,1,692.94,23.098000000000003,0,0.0,0
13456.0,64,3,855.0600000000001,37.176521739130436,51,17.0,0
13458.0,9,10,7678.42,26.29595890410959,260,26.0,0
13461.0,48,2,884.2,52.01176470588236,25,12.5,0
13462.0,162,1,151.5,16.833333333333332,0,0.0,1
13466.0,93,1,307.9,18.11176470588235,0,0.0,1
13468.0,2,29,4739.02,19.502139917695477,280,9.655172413793103,0
13470.0,8,2,165.0,16.5,15,7.5,1
13473.0,242,1,241.26,20.105,0,0.0,0
13474.0,145,1,226.84,3.658709677419355,0,0.0,1
13475.0,100,4,1431.78,16.648604651162792,107,26.75,1
13476.0,88,2,1238.47,21.352931034482758,102,51.0,1
13477.0,47,4,899.55,18.35816326530612,153,38.25,0
13479.0,110,2,300.95,20.063333333333333,33,16.5,1
13481.0,17,4,1361.33,16.60158536585366,148,37.0,0
13482.0,141,1,184.64,16.785454545454545,0,0.0,1
13484.0,150,1,313.8,39.225,0,0.0,1
13485.0,142,1,454.24,19.749565217391304,0,0.0,1
13486.0,37,2,819.61,15.76173076923077,26,13.0,0
13487.0,122,2,408.8,17.033333333333335,140,70.0,0
13488.0,30,9,6596.38,21.556797385620914,246,27.333333333333332,0
13489.0,14,4,449.52,32.10857142857143,189,47.25,1
13491.0,57,9,1088.45,13.95448717948718,224,24.88888888888889,0
13494.0,221,1,316.26000000000005,17.570000000000004,0,0.0,1
13495.0,141,3,1072.43,38.30107142857143,136,45.333333333333336,0
13496.0,269,1,501.01,19.269615384615385,0,0.0,0
13497.0,192,2,348.05,18.318421052631578,85,42.5,1
13499.0,134,2,463.79,22.085238095238097,44,22.0,0
13500.0,32,1,326.4,16.32,0,0.0,0
13502.0,184,2,189.16,21.017777777777777,48,24.0,0
13506.0,225,2,458.52,17.635384615384616,53,26.5,1
13507.0,7,3,2022.79,15.803046875,47,15.666666666666666,0
13508.0,153,1,110.97,9.2475,0,0.0,1
13509.0,9,5,705.02,22.74258064516129,184,36.8,0
13510.0,4,2,897.81,14.718196721311475,88,44.0,0
13512.0,170,1,251.21,16.747333333333334,0,0.0,1
13513.0,36,1,205.1,20.509999999999998,0,0.0,1
13515.0,26,3,523.96,14.970285714285716,130,43.333333333333336,0
13516.0,148,1,146.0,20.857142857142858,0,0.0,0
13517.0,16,2,1612.18,14.927592592592593,73,36.5,0
13523.0,109,3,2369.24,23.2278431372549,166,55.333333333333336,0
13524.0,11,3,408.86,22.714444444444446,118,39.333333333333336,0
13525.0,157,1,282.88,141.44,0,0.0,0
13527.0,14,4,1362.52,10.56217054263566,221,55.25,0
13529.0,114,1,181.1,25.87142857142857,0,0.0,0
13531.0,114,2,483.8,21.990909090909092,161,80.5,1
13533.0,92,3,269.09,3.5878666666666663,84,28.0,1
13534.0,17,21,4371.53,18.681752136752134,250,11.904761904761905,0
13538.0,3,6,990.75,49.5375,221,36.833333333333336,0
13539.0,149,2,315.65,15.03095238095238,68,34.0,0
13544.0,150,1,113.01,2.690714285714286,0,0.0,0
13546.0,110,1,182.26,7.01,0,0.0,0
13548.0,5,2,678.16,5.51349593495935,147,73.5,1
13549.0,51,5,762.05,17.722093023255812,99,19.8,0
13551.0,228,1,91.80000000000001,22.950000000000003,0,0.0,1
13552.0,33,9,2762.91,36.35407894736842,192,21.333333333333332,0
13555.0,111,2,1590.05,28.91,0,0.0,0
13557.0,190,1,240.68,15.0425,0,0.0,0
13561.0,125,1,141.85999999999999,10.132857142857143,0,0.0,1
13562.0,50,2,1209.73,22.82509433962264,104,52.0,0
13563.0,49,1,310.88,7.971282051282051,0,0.0,0
13564.0,53,3,1724.67,21.29222222222222,223,74.33333333333333,1
13565.0,243,1,110.17999999999999,8.475384615384614,0,0.0,0
13568.0,82,1,187.05,4.3500000000000005,0,0.0,1
13569.0,277,1,109.82000000000001,4.774782608695652,0,0.0,0
13570.0,152,1,239.49,8.870000000000001,0,0.0,1
13571.0,2,7,1083.83,6.088932584269663,160,22.857142857142858,0
13572.0,115,1,1384.25,41.946969696969695,0,0.0,1
13573.0,162,1,31.770000000000003,10.590000000000002,0,0.0,0
13575.0,43,2,218.75,16.826923076923077,42,21.0,0
13576.0,6,13,4840.9400000000005,69.15628571428572,276,21.23076923076923,0
13577.0,2,3,1193.8,17.817910447761193,149,49.666666666666664,0
13579.0,278,1,164.70000000000002,18.3,0,0.0,0
13581.0,218,1,118.0,11.8,0,0.0,1
13583.0,65,1,781.03,14.736415094339621,0,0.0,1
13584.0,216,1,142.4,5.933333333333334,0,0.0,1
13588.0,9,4,1420.72,13.660769230769231,155,38.75,0
13589.0,89,1,147.0,16.333333333333332,0,0.0,0
13590.0,60,4,1116.38,21.889803921568628,152,38.0,0
13591.0,113,2,776.23,20.427105263157895,62,31.0,0
13592.0,115,3,205.51,15.808461538461538,58,19.333333333333332,0
13593.0,17,5,2011.88,15.841574803149607,227,45.4,1
13599.0,66,8,2313.84,26.90511627906977,210,26.25,0
13600.0,221,1,219.52,11.553684210526317,0,0.0,1
13601.0,120,1,373.2,8.885714285714286,0,0.0,0
13606.0,152,2,246.63,6.665675675675676,68,34.0,0
13610.0,19,5,764.76,4.720740740740741,174,34.8,0
13611.0,80,2,636.72,19.8975,189,94.5,0
13614.0,73,2,778.88,9.056744186046512,166,83.0,0
13615.0,228,1,417.69,18.160434782608696,0,0.0,1
13617.0,22,2,365.7,13.060714285714285,67,33.5,0
13618.0,83,1,177.34,13.641538461538461,0,0.0,1
13621.0,26,1,213.85,11.255263157894737,0,0.0,1
13623.0,119,4,539.17,8.558253968253968,87,21.75,0
13626.0,162,1,257.23,13.53842105263158,0,0.0,1
13627.0,85,3,1027.0,16.046875,181,60.333333333333336,0
13629.0,8,8,5718.36,114.3672,239,29.875,0
13630.0,15,5,1361.46,22.319016393442624,179,35.8,0
13631.0,9,11,3070.42,279.1290909090909,167,15.181818181818182,1
13632.0,83,3,812.26,9.669761904761904,69,23.0,0
13634.0,15,3,755.97,8.307362637362637,220,73.33333333333333,0
13636.0,31,4,646.55,15.76951219512195,163,40.75,0
13637.0,96,2,678.65,7.457692307692308,39,19.5,0
13642.0,125,1,312.28,5.478596491228069,0,0.0,1
13643.0,8,2,259.40000000000003,18.528571428571432,86,43.0,0
13644.0,15,1,851.09,17.731041666666666,0,0.0,0
13645.0,29,1,252.1,50.42,0,0.0,1
13647.0,84,2,803.86,24.35939393939394,59,29.5,0
13649.0,166,2,346.6,15.069565217391306,109,54.5,1
13650.0,116,2,745.52,20.70888888888889,60,30.0,0
